openEHR-EHR-ACTION.medication.v1,/ism_transition[at0150],ISM_TRANSITION,CComplexObject,at0150,Rezept wurde widerrufen,*Prescription cancelled(en),Avbruten ordination,*Prescription cancelled(en),Resept avbrutt,Prescrição cancelada,*Prescription cancelled(en),*Prescription cancelled(en),Prescription cancelled,已取消的处方,Prescripció cancel·lada,Prescripción anulada
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0150]/careflow_step,DV_CODED_TEXT,CComplexObject
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0150]/careflow_step/defining_code,CODE_PHRASE,CCodePhrase
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0150]/current_state,DV_CODED_TEXT,CComplexObject
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0150]/current_state/defining_code,CODE_PHRASE,CCodePhrase
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0151],ISM_TRANSITION,CComplexObject,at0151,Rezept ist ungültig oder abgelaufen,*Prescription invalid or expired(en),Ogiltigt eller utgånget recept,*Prescription invalid or expired(en),Resept ugyldig eller utgått,Prescrição inválida ou cancelada,*Prescription invalid or expired(en),*Prescription invalid or expired(en),Prescription invalid or expired,无效或过期的处方,Prescripció no vàlida o caducada,Prescripción no válida o caducada
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0151]/careflow_step,DV_CODED_TEXT,CComplexObject
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0151]/careflow_step/defining_code,CODE_PHRASE,CCodePhrase
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0151]/current_state,DV_CODED_TEXT,CComplexObject
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0151]/current_state/defining_code,CODE_PHRASE,CCodePhrase
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0152],ISM_TRANSITION,CComplexObject,at0152,Rezept wurde ausgeführt,*Prescription fulfilled(en),Uppfyllt recept,*Prescription fulfilled(en),Resept ferdig ekspedert,Prescrição aviada,*Prescription fulfilled(en),*Prescription fulfilled(en),Prescription fulfilled,已执行的处方,Prescripció realitzada,Prescripción cumplida
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0152]/careflow_step,DV_CODED_TEXT,CComplexObject
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0152]/careflow_step/defining_code,CODE_PHRASE,CCodePhrase
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0152]/current_state,DV_CODED_TEXT,CComplexObject
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0152]/current_state/defining_code,CODE_PHRASE,CCodePhrase
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0153],ISM_TRANSITION,CComplexObject,at0153,Arzneimittel wurde genehmigt,*Medication authorised(en),Godkännande av läkemedel,*Medication authorised(en),Legemiddel autorisert,Medicação autorizada,*Medication authorised(en),*Medication authorised(en),Medication authorised,已授权的药物,Medicament autoritzat,Medicación autorizada
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0153]/careflow_step,DV_CODED_TEXT,CComplexObject
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0153]/careflow_step/defining_code,CODE_PHRASE,CCodePhrase
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0153]/current_state,DV_CODED_TEXT,CComplexObject
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0153]/current_state/defining_code,CODE_PHRASE,CCodePhrase
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0157],ISM_TRANSITION,CComplexObject,at0157,*Medication double checked (en),*Medication double checked (en),*Medication double checked (en),*Medication double checked (en),Legemiddel dobbeltkontrollert,*Medication double checked (en),*Medication double checked (en),*Medication double checked (en),Medication double checked,*Medication double checked (en),*Medication double checked (en),*Medication double checked (en)
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0157]/careflow_step,DV_CODED_TEXT,CComplexObject
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0157]/careflow_step/defining_code,CODE_PHRASE,CCodePhrase
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0157]/current_state,DV_CODED_TEXT,CComplexObject
openEHR-EHR-ACTION.medication.v1,/ism_transition[at0157]/current_state/defining_code,CODE_PHRASE,CCodePhrase
openEHR-EHR-ACTION.medication.v1,/protocol[at0030],ITEM_TREE,CComplexObject,at0030,Tree,*Tree(en),Tree,*Tree(en),Tree,Tree,*Tree(en),Tree(en),Tree,Tree,Tree,Tree
openEHR-EHR-ACTION.medication.v1,/protocol[at0030]/items[at0085],CLUSTER,ArchetypeSlot,at0085,Erweiterung,*Cluster(en),Tilläggsinformation,*Cluster(en),Tilleggsinformasjon,Extensão,*Cluster(en),*Cluster(en),Extension,扩展,Ampliació,Ampliación
openEHR-EHR-ACTION.medication.v1,/protocol[at0030]/items[at0103],ELEMENT,CComplexObject,at0103,ID der Verordnung,*Order ID(en),Beställnings-ID,*Order ID(en),OrdineringsID,Identificação da solicitação,*Order ID(en),*Order ID(en),Order ID,医嘱标识符,ID de la ordre,ID de la orden
openEHR-EHR-ACTION.medication.v1,/protocol[at0030]/items[at0103]/value,DV_TEXT,CComplexObject
